link,title,authors,journal,publication_year,id
10.1016/j.jaac.2020.08.152,DOES DEPRESSIVE SEVERITY PREDICT VERBAL FLUENCY IN HOSPITALIZED AND NONHOSPITALIZED ADOLESCENTS?,"Rozenberg, Abby; Haft-Javaherian, Hoda; Sharp, Carla; Borelli, Jessica L.",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,2020,203
10.1016/j.cpr.2020.101889,Diagnostic inflation in the DSM: A meta-analysis of changes in the stringency of psychiatric diagnosis from DSM-III to DSM-5,"Fabiano, Fabian; Haslam, Nick",CLINICAL PSYCHOLOGY REVIEW,2020,204
10.3758/s13428-019-01337-8,"Perceptual modality norms for 1,121 Italian words: A comparison with concreteness and imageability scores and an analysis of their impact in word processing tasks","Vergallito, Alessandra; Petilli, Marco Alessandro; Marelli, Marco",BEHAVIOR RESEARCH METHODS,2020,205
10.1016/j.psychsport.2020.101763,The impact of identity leadership on team functioning and well-being in team sport: Is psychological safety the missing link?,"Fransen, Katrien; McEwan, Desmond; Sarkar, Mustafa",PSYCHOLOGY OF SPORT AND EXERCISE,2020,206
10.1007/s11469-020-00366-1,"Online Gambling in the Midst of COVID-19: A Nexus of Mental Health Concerns, Substance Use and Financial Stress","Price, Alex",INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,2022,207
10.1016/j.chb.2020.106431,What makes immersive virtual reality the ultimate empathy machine? Discerning the underlying mechanisms of change,"Barbot, Baptiste; Kaufman, James C.",COMPUTERS IN HUMAN BEHAVIOR,2020,208
10.1002/eat.23291,Gastric interoception and gastric myoelectrical activity in bulimia nervosa and binge-eating disorder,"van Dyck, Zoe; Schulz, Andre; Blechert, Jens; Herbert, Beate M.; Lutz, Annika P. C.; Vogele, Claus",INTERNATIONAL JOURNAL OF EATING DISORDERS,2021,209
10.4088/JCP.19m13068,"Efficacy and Safety of Dasotraline in Adults With Binge-Eating Disorder: A Randomized, Placebo-Controlled, Flexible-Dose Clinical Trial","McElroy, Susan L.; Hudson, James, I; Grilo, Carlos M.; Guerdjikova, Anna, I; Deng, Ling; Koblan, Kenneth S.; Goldman, Robert; Navia, Bradford; Hopkins, Seth; Loebel, Antony",JOURNAL OF CLINICAL PSYCHIATRY,2020,210
10.3758/s13428-019-01247-9,Nonparametric multiple comparisons,"Noguchi, Kimihiro; Abel, Riley S.; Marmolejo-Ramos, Fernando; Konietschke, Frank",BEHAVIOR RESEARCH METHODS,2020,211
10.1037/pspi0000209,The Beauty Myth: Prescriptive Beauty Norms for Women Reflect Hierarchy-Enhancing Motivations Leading to Discriminatory Employment Practices,"Ramati-Ziber, Leeat; Shnabel, Nurit; Glick, Peter",JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,2020,212
10.1177/1948550620936476,When and for Whom Implicit Partner Evaluations Predict Forgiveness,"Faure, Ruddy; Righetti, Francesca; Larson, Grace; Cuellar, Maria Fernanda; Koutsoumpis, Antonis; Zwicker, Maria; Hofmann, Wilhelm",SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE,2021,213
10.1016/j.cpr.2020.101888,A systematic review of daily life studies on non-suicidal self-injury based on the four-function model,"Hepp, Johanna; Carpenter, Ryan W.; Stoerkel, Lisa M.; Schmitz, Sara E.; Schmahl, Christian; Niedtfeld, Inga",CLINICAL PSYCHOLOGY REVIEW,2020,214
10.1177/1362361320925334,Measuring change in facial emotion recognition in individuals with autism spectrum disorder: A systematic review,"Wieckowski, Andrea Trubanova; Flynn, L. Taylor; Richey, J. Anthony; Gracanin, Denis; White, Susan W.",AUTISM,2020,215
10.1037/pas0000780,The Brief Situational Confidence Questionnaire for Alcohol: A Psychometric Assessment With Incarcerated Youth,"Delaney, Daniel J.; Bernstein, Michael H.; Harlow, Lisa L.; Farrow, Michael; Martin, Rosemarie A.; Stein, L. A. R.",PSYCHOLOGICAL ASSESSMENT,2020,216
10.1016/j.chb.2020.106418,Using augmented reality to experiment with elements in a chemistry course,"Chen, Shih-Yeh; Liu, Shiang-Yao",COMPUTERS IN HUMAN BEHAVIOR,2020,217
10.1038/s41562-020-00943-3,The automatic influence of advocacy on lawyers and novices,"Melnikoff, David E.; Strohminger, Nina",NATURE HUMAN BEHAVIOUR,2020,218
10.1016/j.chb.2020.106340,The role of self-efficacy in defending cyberbullying victims,"Clark, Madeleine; Bussey, Kay",COMPUTERS IN HUMAN BEHAVIOR,2020,219
10.1007/s10964-020-01234-w,Neurodisability among Children at the Nexus of the Child Welfare and Youth Justice System,"Baidawi, Susan; Piquero, Alex R.",JOURNAL OF YOUTH AND ADOLESCENCE,2021,220
10.1037/amp0000489,Expertise in the Correctional Setting: Comment on Neal (2018),"Magaletta, Philip R.; Patry, Marc W.",AMERICAN PSYCHOLOGIST,2020,221
10.1177/1948550619898321,"The Quest for Hope: Disadvantaged Group Members Can Fulfill Their Desire to Feel Hope, but Only When They Believe in Their Power","Hasan-Aslih, Siwar; Shuman, Eric; Goldenberg, Amit; Pliskin, Ruthie; van Zomeren, Martijn; Halperin, Eran",SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE,2020,222
10.1007/s11469-018-9947-z,Social Determinants of Neighborhood Psychiatric Admissions: the Role of Open Data,"Doan, Richard; Miettinen, Adam; Doan, Karin",INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,2020,223
10.1007/s00787-020-01614-4,Risk factors and pattern of weight gain in youths using antipsychotic drugs,"van der Esch, Casper C. L.; Kloosterboer, Sanne M.; van der Ende, Jan; Reichart, Catrien G.; Kouijzer, Mirjam E. J.; de Kroon, Matthias M. J.; van Daalen, Emma; Ester, Wietske A.; Rieken, Rob; Dieleman, Gwen C.; Hillegers, Manon H. J.; van Gelder, Teun; Koch, Birgit C. P.; Dierckx, Bram",EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,2021,224
10.1177/2041386620960526,"Cultural variations in whether, why, how, and at what cost people are proactive: A followership perspective","Urbach, Tina; Den Hartog, Deanne N.; Fay, Doris; Parker, Sharon K.; Strauss, Karoline",ORGANIZATIONAL PSYCHOLOGY REVIEW,2021,225
10.1016/j.bodyim.2020.02.009,Add a comment ... how fitspiration and body positive captions attached to social media images influence the mood and body esteem of young female Instagram users,"Davies, Bryony; Turner, Mark; Udell, Julie",BODY IMAGE,2020,226
10.1016/j.jadohealth.2020.01.016,Medication Treatment and Health Care Use Among Adolescents With Opioid Use Disorder in Ohio,"Chavez, Laura J.; Bonny, Andrea E.; Bradley, Katharine A.; Lapham, Gwen T.; Cooper, Jennifer; Miller, William; Chisolm, Deena J.",JOURNAL OF ADOLESCENT HEALTH,2020,227
10.1017/S1041610219000504,Construct validity of the Visual Cognitive Assessment Test (VCAT)-a cross-cultural language-neutral cognitive screening tool,"Low, Audrey; Lim, Levinia; Lim, Linda; Wong, Benjamin; Silva, Eveline; Ng, Kok Pin; Kandiah, Nagaendran",INTERNATIONAL PSYCHOGERIATRICS,2020,228
10.1037/pas0000942,Does Perfectionism or Pursuit of Excellence Contribute to Successful Learning? A Meta-Analytic Review,"Osenk, Ivana; Williamson, Paul; Wade, Tracey D.",PSYCHOLOGICAL ASSESSMENT,2020,229
10.1007/s11469-020-00238-8,A Qualitative Study of caregiver's Perceptions and Needs Around Adolescent Substance Use and Other Risk Behaviours,"Carney, Tara; Chibambo, Vimbayinashe; Ward, Catherine; Myers, Bronwyn",INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,2021,230
10.1016/j.bodyim.2019.10.007,Body-related embarrassment: The overlooked self-conscious emotion,"Vani, Madison F.; Pila, Eva; Willson, Erin; Sabiston, Catherine M.",BODY IMAGE,2020,231
10.1016/j.jaac.2019.06.006,Systematic Review and Meta-Analysis: Eye-Tracking of Attention to Threat in Child and Adolescent Anxiety,"Lisk, Stephen; Vaswani, Ayesha; Linetzky, Marian; Bar-Haim, Yair; Lau, Jennifer Y. F.",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,2020,232
10.1111/josi.12374,Reducing Discrimination and Fostering Prosociality Towards Ex-Prisoners in Nigeria and the United States,"Schneider, Claudia R.; Weber, Elke U.",JOURNAL OF SOCIAL ISSUES,2020,233
10.1177/0963721420901592,Decision-Making Competence: More Than Intelligence?,"de Bruin, Wandi Bruine; Parker, Andrew M.; Fischhoff, Baruch",CURRENT DIRECTIONS IN PSYCHOLOGICAL SCIENCE,2020,234
NA,Managing Behavioral and Psychological Symptoms of Dementia (BPSD): The Role of Cannabis and Cannabis-Derived Compounds,"Baruth, Joshua",INTERNATIONAL PSYCHOGERIATRICS,2020,235
10.1037/apl0000477,From Helping Hands to Harmful Acts: When and How Employee Volunteering Promotes Workplace Deviance,"Loi, Teng Iat; Kuhn, Kristine M.; Sahaym, Arvin; Butterfield, Kenneth D.; Tripp, Thomas M.",JOURNAL OF APPLIED PSYCHOLOGY,2020,236
10.1037/pas0000810,"Do Differences Between Individuals Who Are Healthy Weight or Overweight on Self-Report Measures of Disinhibited Eating and Restrained Eating Reflect Reality or Item ""Bias""?","Forbush, Kelsie T.; Song, Q. Chelsea; Tay, Louis; Gould, Sara R.; Chapa, Danielle A. N.; Cushing, Christopher C.; Ptomey, Lauren T.",PSYCHOLOGICAL ASSESSMENT,2020,237
10.1016/j.jaac.2019.10.006,Editorial: Increasing Access to Mental Health Care for Latinx Children: Moving in the Right Direction,"Alegria, Margarita",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,2020,238
10.1111/bjso.12432,The rhetorical use of the threat of the far-right in the UK Brexit debate,"Goodman, Simon",BRITISH JOURNAL OF SOCIAL PSYCHOLOGY,2021,239
10.1111/cdev.13186,Accelerating the Development of Second-Order False Belief Reasoning: A Training Study With Different Feedback Methods,"Arslan, Burcu; Verbrugge, Rineke; Taatgen, Niels; Hollebrandse, Bart",CHILD DEVELOPMENT,2020,240
10.1111/josi.12408,"Intersectional patterns of prejudice confrontation by White, heterosexual, and cisgender allies","Case, Kim A.; Rios, Desdamona; Lucas, Amy; Braun, Kelsey; Enriquez, Carrie",JOURNAL OF SOCIAL ISSUES,2020,241
10.1007/s10869-019-09617-y,Employed Caregivers' Response to Family-Role Overload: the Role of Control-at-Home and Caregiver Type,"Halinski, Michael; Duxbury, Linda; Stevenson, Maggie",JOURNAL OF BUSINESS AND PSYCHOLOGY,2020,242
10.1037/xge0000653,Perceived Momentum Influences Responsibility Judgments,"Parker, Jeffrey R.; Paul, Iman; Reinholtz, Nicholas",JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL,2020,243
10.1016/j.jadohealth.2019.05.030,Who is JUULing and Why? An Examination of Young Adult Electronic Nicotine Delivery Systems Users,"Case, Kathleen R.; Hinds, Josephine T.; Creamer, MeLisa R.; Loukas, Alexandra; Perry, Cheryl L.",JOURNAL OF ADOLESCENT HEALTH,2020,244
10.1016/j.jaac.2020.08.076,IS SLUGGISH COGNITIVE TEMPO A CLINICAL FEATURE OF ADHD AND DYSLEXIA: A SYSTEMATIC REVIEW AND META-ANALYSIS,"Davis, Matthew B.; Belman, Olivia R.; Hendren, Robert L.; Hinshaw, Stephen P.; McBurnett, Keith; Hoeft, Fumiko; Aziz, Sheperd Cohen; Gorno-Tempini, Mari Luisa; Bent, Stephen",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,2020,245
10.1016/j.invent.2020.100333,Clinicians' perceptions of PTSD Coach Australia,"Strodl, Esben; Shakespeare-Finch, Jane; Alichniewicz, Karolina K.; Brown, Kelly; Quinn, Catherine; Hides, Leanne; White, Angela; Gossage, Gabrial; Poerio, Loretta; Batras, Dimitri; Jackson, Samantha; Styles, Jess; Kavanagh, David J.",INTERNET INTERVENTIONS-THE APPLICATION OF INFORMATION TECHNOLOGY IN MENTAL AND BEHAVIOURAL HEALTH,2020,246
10.1016/j.bodyim.2020.04.006,"Examining the factor structure, sex invariance, and psychometric properties of the Body Image Acceptance and Action Questionnaire and the Functionality Appreciation Scale","Linardon, Jake; Messer, Mariel; Lisboa, Juliana; Newton, Angela; Fuller-Tyszkiewicz, Matthew",BODY IMAGE,2020,247
10.1016/j.jaac.2020.08.077,LIFESTYLE ENHANCEMENT FOR ADHD PROGRAM (LEAP): HEALTH-FOCUSED PARENT TRAINING INTERVENTION EFFECTS ON PHYSICAL ACTIVITY AND SCREEN TIME BEHAVIORS AMONG CHILDREN WITH ADHD,"LaCount, Patrick A.; Kuhn, Michelle; Nguyen Tran; Hsu, Albert; Tandon, Pooja S.; Sasser, Tyler; Stein, Mark A.; Mendoza, Jason A.; Gonzalez, Erin Schoenfelder",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,2020,248
NA,THE FORGOTTEN MESSAGE OF STI PREVENTION: SEXUAL HEALTH COMMUNICATION AND SEXUAL VIOLENCE PREVENTION AMONG COLLEGE STUDENTS,"Edison, Briana; Miller, Elizabeth; Hill, Ashley",JOURNAL OF ADOLESCENT HEALTH,2020,249
10.1111/bjhp.12451,Women's experience of social media breastfeeding support and its impact on extended breastfeeding success: A social cognitive perspective,"Black, Rachel; McLaughlin, Marian; Giles, Melanie",BRITISH JOURNAL OF HEALTH PSYCHOLOGY,2020,250
NA,The individual Cognitive Stimulation Therapy (iCST) application for people with dementia and carers: a feasibility randomized controlled trial.,"Rai, Harleen; Schneider, Justine; Orrell, Martin",INTERNATIONAL PSYCHOGERIATRICS,2020,251
10.1016/j.jadohealth.2020.02.013,"Intersectionality and Adolescent Mental Well-being: A Cross-Nationally Comparative Analysis of the Interplay Between Immigration Background, Socioeconomic Status and Gender","Kern, Matthias Robert; Duinhof, Elisa L.; Walsh, Sophie D.; Cosma, Alina; Moreno-Maldonado, Concepcion; Molcho, Michal; Currie, Candace; Stevens, Gonneke W. J. M.",JOURNAL OF ADOLESCENT HEALTH,2020,252
10.1016/j.jaac.2020.07.059,EXPLORING LGBTQ plus RELATED ETHICAL DILEMMAS IN SCHOOLS,"Johnson, Brandon",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,2020,253
NA,Correlation between regional brain volume and olfactory function in very mild amnestic patients,"Kashibayashi, Tetsuo",INTERNATIONAL PSYCHOGERIATRICS,2020,254
10.1016/j.psychsport.2020.101666,Coping tendencies and changes in athlete burnout over time,"Madigan, Daniel J.; Rumbold, James L.; Gerber, Markus; Nicholls, Adam R.",PSYCHOLOGY OF SPORT AND EXERCISE,2020,255
NA,Dementia and primary care - lessons from Europe: Symposium,[Anonymous],INTERNATIONAL PSYCHOGERIATRICS,2020,256
10.1016/j.jvb.2019.103348,Is there a price telecommuters pay? Examining the relationship between telecommuting and objective career success,"Golden, Timothy D.; Eddleston, Kimberly A.",JOURNAL OF VOCATIONAL BEHAVIOR,2020,257
10.1016/j.copsyc.2020.04.003,"Editorial overview: Sleep, mental health and psychopathology","Alfano, Candice A.; McGlinchey, Eleanor",CURRENT OPINION IN PSYCHOLOGY,2020,258
10.1177/1745691620931492,The Bias of Individuals (in Crowds): Why Implicit Bias Is Probably a Noisily Measured Individual-Level Construct,"Connor, Paul; Evers, Ellen R. K.",PERSPECTIVES ON PSYCHOLOGICAL SCIENCE,2020,259
NA,OLD-FOR-GRADE STATUS AND RISK FOR ADOLESCENT RISK BEHAVIORS: SECONDARY ANALYSIS OF DATA FROM THE 2016 MARYLAND YOUTH RISK BEHAVIOR SURVEY (MD-YRBS),"Orejobi, Sade; Marshall, Beth; Powell, Terrinieka; Johnson, Renee M.",JOURNAL OF ADOLESCENT HEALTH,2020,260
10.1177/0956797620948821,Moral Choice When Harming Is Unavoidable,"Berman, Jonathan Z.; Kupor, Daniella",PSYCHOLOGICAL SCIENCE,2020,261
10.1177/1745691619896252,Health in the United States: Are Appeals to Choice and Personal Responsibility Making Americans Sick?,"Hook, Cayce J.; Markus, Hazel Rose",PERSPECTIVES ON PSYCHOLOGICAL SCIENCE,2020,262
10.1016/j.jaac.2020.08.223,THE DS OF DMDD AND ODD: A COMPARISON OF CHARACTERISTICS AND TREATMENT,"Balta, Ana-Maria; Floyd, Augustus; Kaur, Mandeep",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,2020,263
10.1007/s11469-020-00237-9,"Culturally Safe, Strengths-Based Parenting Programs Supporting Indigenous Families Impacted by Substance Use-a Scoping Review","Ritland, Lisa; Jongbloed, Kate; Mazzuca, April; Thomas, Victoria; Richardson, Chris G.; Spittal, Patricia M.; Guhn, Martin",INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,2020,264
10.3758/s13428-020-01350-2,Speeding up the detection of non-iconic and iconic gestures (SPUDNIG): A toolkit for the automatic detection of hand movements and gestures in video data,"Ripperda, Jordy; Drijvers, Linda; Holler, Judith",BEHAVIOR RESEARCH METHODS,2020,265
10.1111/jcpp.13264,Psychobiological markers of allostatic load in depressed and nondepressed mothers and their adolescent offspring,"Nelson, Benjamin W.; Sheeber, Lisa; Pfeifer, Jennifer; Allen, Nicholas B.",JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,2021,266
10.1037/amp0000586,The Enhanced Examination for Professional Practice in Psychology: A Viable Approach?,"Callahan, Jennifer L.; Bell, Debora J.; Davila, Joanne; Johnson, Sheri L.; Strauman, Timothy J.; Yee, Cindy M.",AMERICAN PSYCHOLOGIST,2020,267
10.1177/1948550619829057,Stigma-Based Rejection Experiences Affect Trust in Others,"Zhang, Ming; Barreto, Manuela; Doyle, David",SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE,2020,268
NA,Depression and Anxiety among Older people in Central Africa: Results of the EPIDEMCA population-based study.,"Guerchet, Maelenn; Gbessemehlan, Antoine; Adou, Caroline; Clement, Jean-Pierre; Ndamba-Bandzouzi, Bebene; Mbelesso, Pascal; Houinato, Dismand; Preux, Pierre-Marie",INTERNATIONAL PSYCHOGERIATRICS,2020,269
10.3758/s13428-020-01408-1,Sample-size determination for the Bayesian t test and Welch's test using the approximate adjusted fractional Bayes factor,"Fu, Qianrao; Hoijtink, Herbert; Moerbeek, Mirjam",BEHAVIOR RESEARCH METHODS,2021,270
10.1038/s41562-020-00933-5,"Why loot boxes could be regulated as gambling (Jun, 10.1038/s41562-020-0900-3, 2020)","Drummond, Aaron; Sauer, James D.; Hall, Lauren C.; Zendle, David; Loudon, Malcolm R.",NATURE HUMAN BEHAVIOUR,2021,271
10.1037/hea0000996,Patient-Provided e-Support in Reduced Intensity Obesity Treatment: The INSPIRE Randomized Controlled Trial,"Leahey, Tricia M.; Huedo-Medina, Tania B.; Grenga, Andrea; Gay, Linda; Fernandes, Denise; Denmat, Zeely; Doyle, Caroline; Areny-Joval, Remei; Wing, Rena R.",HEALTH PSYCHOLOGY,2020,272
10.3758/s13428-020-01418-z,The Metronome Counting Task for measuring meta-awareness,"Anderson, Thomas; Farb, Norman A. S.",BEHAVIOR RESEARCH METHODS,2020,273
10.1017/S1041610220000617,Ageism: can a museum exhibit make a difference?,"Fruhauf, Moran; Doron, Israel (Issi); Palgi, Yuval",INTERNATIONAL PSYCHOGERIATRICS,2020,274
10.1037/xge0000760,Passive Exposure Attenuates Distraction During Visual Search,"Won, Bo-Yeong; Geng, Joy J.",JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL,2020,275
10.1016/j.chb.2020.106320,Social networking site use in young adolescents: Association with health-related quality of life and behavioural difficulties,"Jenkins, Rosemary H.; Shen, Chen; Dumontheil, Iroise; Thomas, Michael S. C.; Elliott, Paul; Roeoesli, Martin; Toledano, Mireille B.",COMPUTERS IN HUMAN BEHAVIOR,2020,276
10.1037/tra0000896,"Answering the Call of COVID-19: An Integrated Mental Health Response Considering Education, Training, Research, and Service","McCutcheon, Victoria E.; Grant, Jailien B.; Schulenberg, Stefan E.",PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,2020,277
10.1111/jcpp.13269,Determining the key childhood and adolescent risk factors for future BPD symptoms using regularized regression: comparison to depression and conduct disorder,"Beeney, Joseph E.; Forbes, Erika E.; Hipwell, Alison E.; Nance, Melissa; Mattia, Alexis; Lawless, Joely M.; Banihashemi, Layla; Stepp, Stephanie D.",JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,2021,278
10.1037/amp0000673,Health Service Psychology Education and Training in the Time of COVID-19: Challenges and Opportunities,"Bell, Debora J.; Self, Mariella M.; Davis, Claytie, III; Conway, Francine; Washburn, Jason J.; Crepeau-Hobson, Franci",AMERICAN PSYCHOLOGIST,2020,279
10.1037/abn0000528,Sacrificing Reward to Avoid Threat: Characterizing PTSD in the Context of a Trauma-Related Approach-Avoidance Conflict Task,"Weaver, Shelby S.; Kroska, Emily B.; Ross, Marisa C.; Sartin-Tarm, Anneliis; Sellnow, Kyrie A.; Schaumberg, Katherine; Kiehl, Kent A.; Koenigs, Michael; Cisler, Josh M.",JOURNAL OF ABNORMAL PSYCHOLOGY,2020,280
10.1111/bjhp.12470,Demographic and health factors associated with pandemic anxiety in the context of COVID-19,"McElroy, Eoin; Patalay, Praveetha; Moltrecht, Bettina; Shevlin, Mark; Shum, Adrienne; Creswell, Cathy; Waite, Polly",BRITISH JOURNAL OF HEALTH PSYCHOLOGY,2020,281
10.1037/xge0000715,The Use of Number Words in Natural Language Obeys Weber's Law,"Rinaldi, Luca; Marelli, Marco",JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL,2020,282
10.1111/jcpp.13201,Rapid neural categorization of angry and fearful faces is specifically impaired in boys with autism spectrum disorder,"Van der Donck, Stephanie; Dzhelyova, Milena; Vettori, Sofie; Mahdi, Soha Sadat; Claes, Peter; Steyaert, Jean; Boets, Bart",JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,2020,283
10.1177/1362361320942092,Parents' perceptions and concerns about physical activity participation among adolescents with autism spectrum disorder,"Arnell, Susann; Jerlinder, Kajsa; Lundqvist, Lars-Olov",AUTISM,2020,284
10.1002/mar.21346,"Harsh voices, sound branding: How voiced consonants in a brand's name can alter its perceived attributes","Pathak, Abhishek; Calvert, Gemma Anne; Lim, Lewis K. S.",PSYCHOLOGY & MARKETING,2020,285
10.1177/1094428120965706,Partnering Up: Including Managers as Research Partners in Systematic Reviews,"Sharma, Garima; Bansal, Pratima (Tima)",ORGANIZATIONAL RESEARCH METHODS,2023,286
NA,DIFFERENCES IN ENGAGEMENT IN STI/HIV EDUCATION AMONG YOUNG WOMEN WITH AND WITHOUT A HISTORY OF ADVERSE REPRODUCTIVE OUTCOMES: FINDINGS FROM A FEASIBILITY PILOT OF A HEALTH COACHING PROGRAM TO IMPROVE CONTRACEPTIVE CONTINUATION,"Amutah, Christina; Akers, Aletha; Wood, Sarah M.; Petsis, Danielle",JOURNAL OF ADOLESCENT HEALTH,2020,287
NA,DO MENTORS & PROVIDERS MATTER?: UNDERSTANDING ACCESSIBLE ROLE MODELS IN TRANSFORMING RISK INTO WELLNESS IN YOUNG BLACK AND LATINX MEN WHO HAVE SEX WITH MEN AND TRANSGENDER WOMEN,"Arrington-Sanders, Renata; Hailey-Fair, Kimberly; Dangerfield, Derek T.; Conley, James; D'Angelo, Lawrence; Kwait, Jennafer; Brooks, Durryle; Dowshen, Nadia; Beyrer, Chris; Celentano, David; Wirtz, Andrea",JOURNAL OF ADOLESCENT HEALTH,2020,288
10.1016/j.jaac.2020.07.137,CANNABIDIOL IN THE TREATMENT OF PSYCHOTIC DISORDERS: EVIDENCE FROM CLINICAL AND PRECLINICAL STUDIES,"Sharma, Pravesh",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,2020,289
10.1159/000503571,Fixed-Effects Analyses of Time-Varying Associations between Hobbies and Depression in a Longitudinal Cohort Study: Support for Social Prescribing?,"Fancourt, Daisy; Opher, Simon; de Oliveira, Cesar",PSYCHOTHERAPY AND PSYCHOSOMATICS,2020,290
10.1016/j.chb.2020.106471,Predicting cognitive structures and information processing modes by eye-tracking when reading controversial reports about socio-scientific issues,"Wang, Ching-Yeh; Tsai, Meng-Jung; Tsai, Chin-Chung",COMPUTERS IN HUMAN BEHAVIOR,2020,291
10.1007/s00787-020-01683-5,Welfare consequences of early-onset Borderline Personality Disorder: a nationwide register-based case-control study,"Hastrup, Lene Halling; Jennum, Poul; Ibsen, Rikke; Kjellberg, Jakob; Simonsen, Erik",EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,2022,292
10.1080/26895269.2020.1749921,Orchiectomy in transgender individuals: A motivation analysis and report of surgical outcomes,"van der Sluis, Wouter B.; Steensma, Thomas D.; Bouman, Mark-Bram",INTERNATIONAL JOURNAL OF TRANSGENDER HEALTH,2020,293
10.1007/s11469-019-00165-3,Ontological Orientation as a Mediator of Perceptual Change,"Watts, Shane; Dix, Michael; Sohrabi, Hadi; Elphinstone, Bradley",INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,2021,294
10.1007/s00787-020-01526-3,I'm just a long history of people rejecting referrals experiences of young people who fell through the gap between child and adult mental health services,"Appleton, Rebecca; Elahi, Farah; Tuomainen, Helena; Canaway, Alastair; Singh, Swaran P.",EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,2021,295
10.1016/j.chb.2020.106293,Virtual reality as a platform for research in gambling behaviour,"Dickinson, Patrick; Gerling, Kathrin; Wilson, Liam; Parke, Adrian",COMPUTERS IN HUMAN BEHAVIOR,2020,296
10.1002/eat.23412,"Enduring value of perfectionism and maturity fears for predicting eating disorder maintenance over 10-, 20-, and 30-year follow-up","Fitzgerald, Elizabeth H.; Wick, Madeline R.; Keel, Pamela K.",INTERNATIONAL JOURNAL OF EATING DISORDERS,2021,297
10.1016/j.jenvp.2020.101456,"A preregistered replication of ""Inoculating the public against misinformation about climate change""","Williams, Matt N.; Bond, Christina M. C.",JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,2020,298
10.1007/s10964-019-01094-z,"Family Functioning and Adolescent Internalizing and Externalizing Problems: Disentangling between-, and Within-Family Associations","Mastrotheodoros, Stefanos; Canario, Catarina; Gugliandolo, Maria Cristina; Merkas, Marina; Keijsers, Loes",JOURNAL OF YOUTH AND ADOLESCENCE,2020,299
10.1016/j.jaac.2019.05.030,"Avoidance, Insight, Impairment Recognition Concordance, and Cognitive-Behavioral Therapy Outcomes in Pediatric Obsessive-Compulsive Disorder","Selles, Robert R.; Hojgaard, David R. M. A.; Ivarsson, Tord; Thomsen, Per Hove; McBride, Nicole Michelle; Storch, Eric A.; Geller, Daniel; Wilhelm, Sabine; Farrell, Lara J.; Waters, Allison M.; Mathieu, Sharna; Stewart, S. Evelyn",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,2020,300
10.1017/S0954579419001287,Reexamining the restraint pathway as a conditional process among adolescent girls: When does dieting link body dissatisfaction to bulimia?,"Morrissey, Rebecca A.; Gondoli, Dawn M.; Corning, Alexandra F.",DEVELOPMENT AND PSYCHOPATHOLOGY,2020,301
10.1037/bul0000222.supp,A Meta-Analytical Review of the Familiarity Temporal Effect: Testing Assumptions of the Attentional and the Fluency-Attributional Accounts,"Fernandes, Alexandre C.; Garcia-Marques, Teresa",PSYCHOLOGICAL BULLETIN,2020,302
10.1177/0149206320904765,Gritty Leaders Promoting Employees' Thriving at Work,"Rego, Armenio; Cavazotte, Flavia; Pina e Cunha, Miguel; Valverde, Camilo; Meyer, Marcel; Giustiniano, Luca",JOURNAL OF MANAGEMENT,2021,303
