link,title,authors,journal,publication_year,id
10.1037/dev0000864,Parental Emotion and Emotion Regulation: A Critical Target of Study for Research and Intervention to Promote Child Emotion Socialization,"Hajal, Nastassia J.; Paley, Blair",DEVELOPMENTAL PSYCHOLOGY,2020,224
10.1017/S0033291718004063,Sustained impact of a sleep intervention and moderators of treatment outcome for children with ADHD: a randomised controlled trial,"Sciberras, E.; Mulraney, M.; Mensah, F.; Oberklaid, F.; Efron, D.; Hiscock, H.",PSYCHOLOGICAL MEDICINE,2020,225
10.1037/pspp0000256,"Perceptions of a Romantic Partner's Approach and Avoidance Motives: Accuracy, Bias, and Emotional Cues","LaBuda, Jessica E.; Gere, Judith; Impett, Emily A.",JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,2020,226
10.1111/psyp.13585,Selective visual attention to emotional pictures: Interactions of task-relevance and emotion are restricted to the late positive potential,"Schindler, Sebastian; Straube, Thomas",PSYCHOPHYSIOLOGY,2020,227
10.1017/S1366728919000725,Error-related negativity (ERN) and 'hot' executive function in bilingual and monolingual preschoolers,"Nayak, Srishti; Tarullo, Amanda R.",BILINGUALISM-LANGUAGE AND COGNITION,2020,228
10.1027/1866-5888/a000258,AI Evaluation in Selection Effects on Application and Pursuit Intentions,"Mirowska, Agata",JOURNAL OF PERSONNEL PSYCHOLOGY,2020,229
10.1111/jcpp.13297,Investigating attention-deficit hyperactivity disorder and autism spectrum disorder traits in the general population: What happens in adult life?,"Riglin, Lucy; Leppert, Beate; Langley, Kate; Thapar, Ajay K.; O'Donovan, Michael C.; Smith, George Davey; Stergiakouli, Evie; Tilling, Kate; Thapar, Anita",JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,2021,230
10.17759/exppsy.2020130203,INCUBATION RESEARCH: POTENTIAL OF WITHIN SUBJECT AND BETWEEN SUBJECT EXPERIMENTAL DESIGN,"Lapteva, Ekaterina M.; Valueva, Ekaterina A.; Zaidelman, Ludmila Ya.; Zinina, Anna A.",EKSPERIMENTALNAYA PSIKHOLOGIYA,2020,231
10.1080/87568225.2020.1797428,Thoughts about the Possibility of Return: Exploring the Potential New College Life,"Rosenbaum, Philip J.; Oakley, Danielle",JOURNAL OF COLLEGE STUDENT PSYCHOTHERAPY,2020,232
10.1007/s12124-020-09574-9,Offline World: the Internet as Social Infrastructure among the Unconnected in Quasi-Rural Illinois,"Schmidt, Danielle; Power, Seamus A.",INTEGRATIVE PSYCHOLOGICAL AND BEHAVIORAL SCIENCE,2021,233
10.1016/j.cortex.2019.12.020,Conflicting group memberships modulate neural activation in an emotional production-perception network,"Steines, Miriam; Krautheim, Johannes T.; Neziroglu, Gizem; Kircher, Tilo; Straube, Benjamin",CORTEX,2020,234
10.1016/j.apergo.2019.103036,"Evaluating advanced driver-assistance system trainings using driver performance, attention allocation, and neural efficiency measures","Zahabi, Maryam; Razak, Ashiq Mohammed Abdul; Shortz, Ashley E.; Mehta, Ranjana K.; Manser, Michael",APPLIED ERGONOMICS,2020,235
10.1016/j.ecresq.2020.05.006,"How outreach facilitates family engagement with universal early childhood health and education services in Tasmania, Australia: An ethnographic study","Jose, Kim; Taylor, Catherine L.; Venn, Alison; Jones, Rachael; Preen, David; Wyndow, Paula; Stubbs, M'Lynda; Hansen, Emily",EARLY CHILDHOOD RESEARCH QUARTERLY,2020,236
10.1089/cyber.2020.0065,Group Decision-Making in Multi-User Immersive Virtual Reality,"Moser, Ivan; Chiquet, Sandra; Strahm, Sebastian K.; Mast, Fred W.; Bergamin, Per",CYBERPSYCHOLOGY BEHAVIOR AND SOCIAL NETWORKING,2020,237
10.1016/j.cobeha.2020.06.006,"Understanding how early life effects evolve: progress, gaps, and future directions","Lea, Amanda J.; Rosebaum, Stacy",CURRENT OPINION IN BEHAVIORAL SCIENCES,2020,238
10.1002/jaba.806,"Student pacing in a master's level course: Procrastination, preference, and performance","Bird, Zachary; Chase, Philip N.",JOURNAL OF APPLIED BEHAVIOR ANALYSIS,2021,239
10.1007/s12529-020-09922-4,"Problem-solving, Adherence to Lifestyle Goals, and Weight Loss Among Individuals Participating in a Weight Loss Study","Yu, Yang; Sereika, Susan M.; Finegold, David N.; Burke, Lora E.",INTERNATIONAL JOURNAL OF BEHAVIORAL MEDICINE,2021,240
10.1080/00224545.2020.1778617,"Suffering doubly: How victims of coworker incivility risk poor performance ratings by responding with organizational deviance, unless they leverage ingratiation skills","Azeem, Muhammad Umer; De Clercq, Dirk; Ul Haq, Inam",JOURNAL OF SOCIAL PSYCHOLOGY,2021,241
10.1177/1089268019880884,"Sense of Self: Its Place in Personality Disturbance, Psychopathology, and Normal Experience","Basten, Christopher; Touyz, Stephen",REVIEW OF GENERAL PSYCHOLOGY,2020,242
10.3389/fnhum.2020.00145,Functional Use of Directional Local Field Potentials in the Subthalamic Nucleus Deep Brain Stimulation,"Telkes, Ilknur; Sabourin, Shelby; Durphy, Jennifer; Adam, Octavian; Sukul, Vishad; Raviv, Nataly; Staudt, Michael D.; Pilitsis, Julie G.",FRONTIERS IN HUMAN NEUROSCIENCE,2020,243
10.1007/s10803-019-04338-w,Brief Report: Preliminary Efficacy of a Judo Program to Promote Participation in Physical Activity in Youth with Autism Spectrum Disorder,"Garcia, Jeanette M.; Leahy, Nicholas; Rivera, Paola; Renziehausen, Justine; Samuels, Judith; Fukuda, David H.; Stout, Jeffrey R.",JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS,2020,244
10.1037/apl0000490,What's on Job Seekers' Social Media Sites? A Content Analysis and Effects of Structure on Recruiter Judgments and Predictive Validity,"Zhang, Liwen; Van Iddekinge, Chad H.; Arnold, John D.; Roth, Philip L.; Lievens, Filip; Lanivich, Stephen E.; Jordan, Samantha L.",JOURNAL OF APPLIED PSYCHOLOGY,2020,245
NA,Opioid-Related Emergency Department Visits and Access to Health Care-An Opportunity for Treatment Engagement,"Ali, Mir M.",JOURNAL OF STUDIES ON ALCOHOL AND DRUGS,2020,246
10.1080/00224545.2020.1778619,"Value priorities, impression management and self-deceptive enhancement: Once again, much substance and a little bit of style","Danioni, Francesca; Barni, Daniela",JOURNAL OF SOCIAL PSYCHOLOGY,2021,247
10.1080/02134748.2020.1840233,Spillover outcomes of job insecurity: differences among men and women,"Sora, Beatriz; Caballer, Amparo; Peiro, Jose M.",INTERNATIONAL JOURNAL OF SOCIAL PSYCHOLOGY,2021,248
10.1177/0022167820937504,"In This Moment, We Are All Dr. Rieux: COVID-19, Existential Anxiety, and the Absurd Hero","Farr, Paddy",JOURNAL OF HUMANISTIC PSYCHOLOGY,2021,249
10.1177/0013164420952118,Design of Paper-Based Visual Analogue Scale Items,"Weigl, Klemens; Forstner, Thomas",EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT,2021,250
10.1017/S0140525X19003145,Experiences of liking versus ideas about liking,"Ledgerwood, Alison; Eastwick, Paul W.; Gawronski, Bertram",BEHAVIORAL AND BRAIN SCIENCES,2020,251
10.1002/pits.22358,Healing after traumatic events: Aligning interventions with cultural background and religious and spiritual beliefs,"Heath, Melissa A.; Cutrer-Parraga, Elizabeth A.",PSYCHOLOGY IN THE SCHOOLS,2020,252
10.1002/jocb.388,"Convergent, Discriminant, and Incremental Validities of Person-Environment Fit Scale for Creativity in Predicting Innovative Behavior","Duan, Wenjie; Li, Yumei",JOURNAL OF CREATIVE BEHAVIOR,2020,253
10.31828/tpd1300443320201122x000041,p The Role of City Identity and Values in Perceived Threat from Syrian Refugees: Internal Migrant Perspective,"Konukoglu, Kivanc; Usten, Ezel; Gungor, Derya",TURK PSIKOLOJI DERGISI,2020,254
10.1146/annurev-clinpsy-050718-095548,"Conceptualization, History, and Future of the Paraphilias","Moser, Charles; Kleinplatz, Peggy J.",Annual Review of Clinical Psychology,2020,255
10.1027/2512-8442/a000063,"Interoception, Stress, and Physical Symptoms in Stress-Associated Diseases","Schulz, Andre; Schultchen, Dana; Voegele, Claus",EUROPEAN JOURNAL OF HEALTH PSYCHOLOGY,2020,256
10.1037/tep0000271,Exploring the Role of Context on Racially Responsive Supervision: The Racial Identity Social Interaction Model,"Thrower, Stephanie J.; Helms, Janet E.; Manosalvas, Kiara",TRAINING AND EDUCATION IN PROFESSIONAL PSYCHOLOGY,2020,257
10.1177/1362361319857375,Self-reported social impairments predict depressive disorder in adults with autism spectrum disorder,"Day, Talena C.; McNaughton, Kathryn A.; Naples, Adam J.; McPartland, James C.",AUTISM,2020,258
10.1080/17405629.2020.1822161,Courage in childhood: Classifying the actions of courage performed by elementary school students,"Santilli, Sara; Ginevra, Maria Cristina; Camussi, Elisabetta; Lodi, Ernesto; Nota, Laura; Patrizi, Patrizia",EUROPEAN JOURNAL OF DEVELOPMENTAL PSYCHOLOGY,2021,259
10.1007/s00426-020-01345-w,Perceptual errors are related to shifts in generalization of conditioned responding,"Zaman, Jonas; Struyf, Dieter; Ceulemans, Eva; Vervliet, Bram; Beckers, Tom",PSYCHOLOGICAL RESEARCH-PSYCHOLOGISCHE FORSCHUNG,2021,260
10.1093/geronb/gbz070,"The Ethics of Socially Assistive Robots in Aged Care. A Focus Group Study With Older Adults in Flanders, Belgium","Vandemeulebroucke, Tijs; de Casterle, Bernadette Dierckx; Welbergen, Laura; Massart, Michiel; Gastmans, Chris",JOURNALS OF GERONTOLOGY SERIES B-PSYCHOLOGICAL SCIENCES AND SOCIAL SCIENCES,2020,261
10.1016/j.cedpsych.2020.101871,Race focusing and reimaging research: Where do we go from here?,"Schutz, Paul A.",CONTEMPORARY EDUCATIONAL PSYCHOLOGY,2020,262
10.1080/13825585.2020.1772192,Characterization of prospective memory in mild cognitive impairment by using the Ecological test of Prospective Memory,"Lajeunesse, Ariane; Potvin, Marie-Julie; Labelle, Veronique; Joubert, Sven; Rouleau, Isabelle",AGING NEUROPSYCHOLOGY AND COGNITION,2021,263
10.1002/jaba.722,Reporting of demographic variables in the Journal of Applied Behavior Analysis,"Jones, Stephanie H.; St Peter, Claire C.; Ruckle, Mary M.",JOURNAL OF APPLIED BEHAVIOR ANALYSIS,2020,264
10.1037/cns0000234,"A Global Workspace, Evolution-Based Model of the Effect of Psychedelics on Consciousness","Grinde, Bjorn; Stewart, Lowan",PSYCHOLOGY OF CONSCIOUSNESS-THEORY RESEARCH AND PRACTICE,2020,265
10.11144/Javeriana.upsy19.decm,Employability Difficulties in People Aged over 45: Demands of Employers,"Sanchez-Martin, Micaela; Izquierdo Rus, Tomas",UNIVERSITAS PSYCHOLOGICA,2020,266
10.1037/xlm0000752,Investigating the Formation and Consolidation of Incidentally Learned Trust,"Strachan, James W. A.; Guttesen, Anna a Vali; Smith, Anika K.; Gaskell, M. Gareth; Tipper, Steven P.; Cairney, Scott A.",JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION,2020,267
10.1080/15248372.2020.1858835,The Role of Non-symbolic and Symbolic Skills in the Development of Early Numerical Cognition from Preschool to Kindergarten Age,"van 't Noordende, Jaccoline E.; Kroesbergen, Evelyn H.; Leseman, Paul P. M.; Volman, M. (Chiel). J. M.",JOURNAL OF COGNITION AND DEVELOPMENT,2021,268
10.1037/drm0000145,Lucid Dreaming: Effects of Culture in a US American Sample,"Schredl, Michael; Bulkeley, Kelly",DREAMING,2020,269
10.1038/s41562-020-0916-8,"Evidence of general economic principles of bargaining and trade from 2,000 classroom experiments","Lin, Po-Hsuan; Brown, Alexander L.; Imai, Taisuke; Wang, Joseph Tao-yi; Wang, Stephanie W.; Camerer, Colin F.",NATURE HUMAN BEHAVIOUR,2020,270
10.1002/ijop.12692,The role of child-keyworker attachment in burnout among Saudi residential staff,"Sochos, Antigonos; Aljasas, Najla",INTERNATIONAL JOURNAL OF PSYCHOLOGY,2021,271
NA,Reply: Methodological and Ethical Concerns in the Study of AntiNMDA Encephalitis With Positron Emission Tomography,"Kerik-Rotenberg, Nora; Diaz-Meneses, Ivan; Hernandez-Ramirez, Rodrigo; Munoz-Casillas, Rodrigo; Reynoso-Mejia, Carlos; Aguilar-Palomeque, Carlos; Flores-Rivera, Jose; Espinola-Nadurille, Mariana; Ramirez-Bermudez, Jesus",PSYCHOSOMATICS,2020,272
NA,"Which utopia, whose future?","Miller, Gavin",PSYCHOLOGIST,2020,273
10.1002/aur.2368,Eye-Tracking Reveals Absent Repetition Learning Across the Autism Spectrum: Evidence From a Passive Viewing Task,"Gaigg, Sebastian B.; Krug, Marie K.; Solomon, Marjorie; Roestorf, Amanda; Derwent, Claire; Anns, Sophie; Bowler, Dermot M.; Rivera, Susan; Nordahl, Christine Wu; Jones, Emily J. H.",AUTISM RESEARCH,2020,274
10.1016/j.trf.2020.06.006,Toward a greater understanding of Colombian professional truck drivers' safety performance,"Valenzuela, Lina S.; Burke, Michael J.",TRANSPORTATION RESEARCH PART F-TRAFFIC PSYCHOLOGY AND BEHAVIOUR,2020,275
10.1080/0167482X.2019.1572743,Using extended theory of planned behavior to determine factors associated with help-seeking behavior of sexual problems in women with heart failure: a longitudinal study,"Lin, Chung-Ying; Brostrom, Anders; Arestedt, Kristofer; Martensson, Jan; Steinke, Elaine E.; Pakpour, Amir H.",JOURNAL OF PSYCHOSOMATIC OBSTETRICS & GYNECOLOGY,2020,276
10.1037/rep0000323,Factors Associated With Employment and Work Perception in Combat-Exposed Veterans,"Merritt, Victoria C.; Jurick, Sarah M.; Crocker, Laura D.; Keller, Amber V.; Hoffman, Samantha N.; Jak, Amy J.",REHABILITATION PSYCHOLOGY,2020,277
10.1007/s10484-020-09478-9,Psychophysiological Response to Disorientation Training in Different Aircraft Pilots,"Bustamante-Sanchez, Alvaro; Javier Clemente-Suarez, Vicente",APPLIED PSYCHOPHYSIOLOGY AND BIOFEEDBACK,2020,278
10.1080/19359705.2020.1843584,The representation of LGBTQ+ individuals on television in Lebanon,"Sawaya, Aya Touma; Beayno, Antoine",JOURNAL OF GAY & LESBIAN MENTAL HEALTH,2021,279
10.1111/tops.12430,"Social Practice and Shared History, Not Social Scale, Structure Cross-Cultural Complexity in Kinship Systems","Racz, Peter; Passmore, Sam; Jordan, Fiona M.",TOPICS IN COGNITIVE SCIENCE,2020,280
10.17759/exppsy.2020130105,CONSCIOUS SELF-REGULATION AS A RESOURCE FOR SUCCESS IN THE RUSSIAN LANGUAGE IN STUDENTS WITH DIFFERENT LEVELS OF INTELLIGENCE,"Bondarenko, Irina N.; Potanina, Anna M.; Morosanova, Varvara, I",EKSPERIMENTALNAYA PSIKHOLOGIYA,2020,281
10.1111/jora.12550,Latent Growth in Self-Regulatory Subdimensions in Relation to Adjustment Outcomes in Youth Aged 12-19,"Memmott-Elison, Madison K.; Moilanen, Kristin L.; Padilla-Walker, Laura M.",JOURNAL OF RESEARCH ON ADOLESCENCE,2020,282
10.1007/s10902-020-00316-7,Beyond the U-Shape: Mapping the Functional Form Between Age and Life Satisfaction for 81 Countries Utilizing a Cluster Procedure,"Bittmann, Felix",JOURNAL OF HAPPINESS STUDIES,2021,283
10.1007/s00787-019-01459-6,Neuropsychological profile of children and adolescents with psychosis risk syndrome: the CAPRIS study,"Tor, Jordina; Dolz, Montserrat; Sintes-Estevez, Anna; de la Serna, Elena; Puig, Olga; Munoz-Samons, Daniel; Pardo, Marta; Rodriguez-Pascual, Marta; Sugranyes, Gisela; Sanchez-Gistau, Vanessa; Baeza, Inmaculada",EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,2020,284
NA,Body Percussion in Physical Education from the Perspective of the Secondary School Teacher,"Garcias, Silvia; Joven, Alfredo; Lorente-Catalan, Eloisa; Planas, Antoni",REVISTA DE PSICOLOGIA DEL DEPORTE,2020,285
10.1007/s10865-020-00157-y,Social and behavioral health responses to COVID-19: lessons learned from four decades of an HIV pandemic,"Eaton, Lisa A.; Kalichman, Seth C.",JOURNAL OF BEHAVIORAL MEDICINE,2020,286
10.1080/09602011.2020.1822188,Modified script training for nonfluent/agrammatic primary progressive aphasia with significant hearing loss: A single-case experimental design,"Schaffer, Kristin M.; Wauters, Lisa; Berstis, Karinne; Grasso, Stephanie M.; Henry, Maya L.",NEUROPSYCHOLOGICAL REHABILITATION,2022,287
10.1007/s10803-020-04465-9,"Atypical Development of Attentional Control Associates with Later Adaptive Functioning, Autism and ADHD Traits","Hendry, Alexandra; Jones, Emily J. H.; Bedford, Rachael; Konke, Linn Andersson; Ali, Jannath; Bolte, Sven; Brocki, Karin C.; Demurie, Ellen; Johnson, Mark; Pijl, Mirjam K. J.; Roeyers, Herbert; Charman, Tony",JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS,2020,288
10.1080/13854046.2020.1803408,Neuropsychological functioning in severe acute respiratory disorders caused by the coronavirus: implications for the current COVID-19 pandemic,"Rabinovitz, Beth; Jaywant, Abhishek; Fridman, Chaya B.",CLINICAL NEUROPSYCHOLOGIST,2020,289
10.3389/fpsyg.2020.00507,Regularized Exploratory Bifactor Analysis With Small Sample Sizes,"Jung, Sunho; Seo, Dong Gi; Park, Jungkyu",FRONTIERS IN PSYCHOLOGY,2020,290
10.1016/j.trf.2020.03.019,"Driving without the brain? Effects of value predispositions, media attention, and science knowledge on public willingness to use driverless cars in Singapore","Ho, Shirley S.; Leow, Vetra Jing Xuan; Leung, Yan Wah",TRANSPORTATION RESEARCH PART F-TRAFFIC PSYCHOLOGY AND BEHAVIOUR,2020,291
10.1080/00207411.2020.1838239,Predictors of mental health literacy in a sample of university students in Lebanon,"Naal, Hady; Tavitian-Elmadjian, Lucy R.; Yacoubian, Hagop A.",INTERNATIONAL JOURNAL OF MENTAL HEALTH,2022,292
10.1037/pag0000451,Change in Attitudes Toward Aging: Cognitive Complaints Matter More Than Objective Performance,"Siebert, Jelena S.; Braun, Tina; Wahl, Hans-Werner",PSYCHOLOGY AND AGING,2020,293
10.1080/19359705.2020.1798683,Black and gay: A historical perspective of black gay men,"Jones, Billy E.; Ferguson, Alfonso",JOURNAL OF GAY & LESBIAN MENTAL HEALTH,2020,294
10.1111/jasp.12718,A motivated information processing perspective on the antecedents of empowering leadership,"van Knippenberg, Daan; Giessner, Steffen R.; Sleebos, Ed; van Ginkel, Wendy P.",JOURNAL OF APPLIED SOCIAL PSYCHOLOGY,2021,295
10.1027/1614-0001/a000322,The Measurement Invariance of the Short Dark Triad Implications for High- and Low-Stakes Contexts,"Grigoras, Mihaela; Butucescu, Andreea; Miulescu, Amalia; Opariuc-Dan, Cristian; Iliescu, Dragos",JOURNAL OF INDIVIDUAL DIFFERENCES,2020,296
10.1007/s12144-020-00999-4,Psychometrics of the Spanish body-related self-conscious emotions fitness instrument,"Alcaraz-Ibanez, Manuel; Sicilia, Alvaro; Dumitru, Delia C.",CURRENT PSYCHOLOGY,2022,297
10.1111/mila.12231,How to do things with modals,"Mandelkern, Matthew",MIND & LANGUAGE,2020,298
10.1016/j.trf.2020.07.006,Factors explaining driver yielding behaviour towards pedestrians at courtesy crossings,"Anciaes, Paulo; Di Guardo, Giovanni; Jones, Peter",TRANSPORTATION RESEARCH PART F-TRAFFIC PSYCHOLOGY AND BEHAVIOUR,2020,299
10.1007/s10566-019-09533-5,Family-Level Factors Affecting Social and Academic Competence of African American Children,"Washington, Tyreasa; Calkins, Susan D.; Labban, Jeffrey D.; Dollar, Jessica M.; Keane, Susan P.",CHILD & YOUTH CARE FORUM,2020,300
10.1007/s11469-018-9965-x,Relationship Between Maladaptive Cognition and Internet Addiction in Chinese Adolescents: Moderated Mediation Analysis of Online Motivation and Effortful Control,"Zhang, Qin; Wang, Yun; Luo, Yuhan; Zeng, Weixi; Cui, Qian",INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,2020,301
10.1007/s10826-020-01852-9,The Motherload: Predicting Experiences of Work-Interfering-with-Family Guilt in Working Mothers,"Maclean, Emmalie I.; Andrew, Brooke; Eivers, Areana",JOURNAL OF CHILD AND FAMILY STUDIES,2021,302
10.1007/s41809-019-00033-5,Cultural models of democracy among Burmese residents in the United States,"Hood, John Hillory",JOURNAL OF CULTURAL COGNITIVE SCIENCE,2020,303
10.3389/fnhum.2020.560176,Exploring the Benefits of Doll Play Through Neuroscience,"Hashmi, Salim; Vanderwert, Ross E.; Price, Hope A.; Gerson, Sarah A.",FRONTIERS IN HUMAN NEUROSCIENCE,2020,304
10.3389/fpsyg.2020.557173,Validation of the Tunisian Social Situation Instrument in the General Pediatric Population,"Rajhi, Olfa; Halayem, Soumeyya; Ghazzai, Malek; Taamallah, Amal; Moussa, Mohamed; Abbes, Zeineb Salma; Hajri, Malek; Ben Yahia, Houda; Touati, Maissa; Fakhfakh, Radhouane; Bouden, Asma",FRONTIERS IN PSYCHOLOGY,2020,305
10.1080/08959285.2020.1802728,The Dark Tetrad at Work,"Thibault, Tabatha; Kelloway, E. Kevin",HUMAN PERFORMANCE,2020,306
10.1108/AIA-03-2020-0015,Dysfunctional perceptual antecedent can justify the social orienting deficit in autism spectrum disorder: an eye-tracking study,"Carrozza, Cristina; Fabio, Rosa Angela",ADVANCES IN AUTISM,2020,307
10.1007/s10862-020-09846-z,Poor Mnemonic Discrimination Predicts Overgeneralization of Fear,"Bernstein, Emily E.; van der Does, Floor; Orr, Scott P.; McNally, Richard J.",JOURNAL OF PSYCHOPATHOLOGY AND BEHAVIORAL ASSESSMENT,2021,308
10.1177/0886260517693002,Perpetration of Adolescent Dating Relationship Abuse: The Role of Conditional Tolerance for Violence and Friendship Factors,"Mumford, Elizabeth A.; Taylor, Bruce G.; Giordano, Peggy C.",JOURNAL OF INTERPERSONAL VIOLENCE,2020,309
10.1016/j.rasd.2019.101491,Parental mind-mindedness: Comparing parents' representations of their children with Autism Spectrum Disorder and siblings,"Ansari, Sijal; McMahon, Catherine; Bernier, Annie",RESEARCH IN AUTISM SPECTRUM DISORDERS,2020,310
10.1016/j.chiabu.2020.104680,Do suicide rates in children and adolescents change during school closure in Japan? The acute effect of the first wave of COVID-19 pandemic on child and adolescent mental health,"Isumi, Aya; Doi, Satomi; Yamaoka, Yui; Takahashi, Kunihiko; Fujiwara, Takeo",CHILD ABUSE & NEGLECT,2020,311
10.1177/0011000020918558,Homonegativity and the Black Church: Is Congregational Variation the Missing Link?,"Lefevor, G. Tyler; Paiz, Jacqueline Y.; Stone, William-Michael; Huynh, Kiet D.; Virk, Hibah E.; Sorrell, Sydney A.; Gage, Sierra E.",COUNSELING PSYCHOLOGIST,2020,312
10.2224/sbp.8980,Servant leadership behavior: Effects on leaders' work-family relationship,"Zhou, Danni; Liu, Sheng-Min; Xin, Huanhuan",SOCIAL BEHAVIOR AND PERSONALITY,2020,313
10.1016/j.cortex.2020.07.005,The status of semantic memory in medial temporal lobe amnesia varies with demands on scene construction,"Lynch, Kristin; Keane, Margaret M.; Verfaellie, Mieke",CORTEX,2020,314
10.1026/1616-3443/a000603,Therapieziele und ihr Zusammenhang mit fruhem Therapiefortschritt im ambulanten kognitiv-verhaltenstherapeutischen Setting,"Kuhlencord, Merle; Hagmayer, York",ZEITSCHRIFT FUR KLINISCHE PSYCHOLOGIE UND PSYCHOTHERAPIE,2020,315
10.1007/s10803-020-04425-3,"It Defines Who I Am or ""It's Something I Have"": What Language Do [Autistic] Australian Adults [on the Autism Spectrum] Prefer?","Bury, Simon M.; Jellett, Rachel; Spoor, Jennifer R.; Hedley, Darren",JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS,2023,316
10.1016/j.jesp.2019.103941,Re-assessing the incremental predictive validity of Implicit Association Tests,"Buttrick, Nicholas; Axt, Jordan; Ebersole, Charles R.; Huband, Jacalyn",JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY,2020,317
NA,EXAMINING CULTURAL IDENTIFICATION AND ALCOHOL USE AMONG AMERICAN INDIAN AND CAUCASIAN COLLEGE STUDENTS,"Martell, Lynn; McDonald, Justin Douglas; Barragan, Brenda; Ziegler, Stephanie; Williams, Victoria",AMERICAN INDIAN AND ALASKA NATIVE MENTAL HEALTH RESEARCH,2020,318
10.1080/08870446.2020.1779272,An intervention designed to investigate habit formation in a novel health behaviour,"Mergelsberg, Enrique L. P.; Mullan, Barbara A.; Allom, Vanessa; Scott, Amelia",PSYCHOLOGY & HEALTH,2021,319
10.1177/0265407519878787,Impression formation on online dating sites: Effects of language errors in profile texts on perceptions of profile owners' attractiveness,"Van der Zanden, Tess; Schouten, Alexander P.; Mos, Maria B. J.; Krahmer, Emiel J.",JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS,2020,320
10.1007/s10964-020-01205-1,Bias-Based Bullying and School Adjustment among Sexual and Gender Minority Adolescents: The Role of Gay-Straight Alliances,"Lessard, Leah M.; Watson, Ryan J.; Puhl, Rebecca M.",JOURNAL OF YOUTH AND ADOLESCENCE,2020,321
10.1080/01443410.2020.1810909,Technology-enhanced learning and assessment,"Chiu, Ming Ming; Mok, Magdalena Mo Ching",EDUCATIONAL PSYCHOLOGY,2020,322
10.1002/pon.5393,Brief training in psychological assessment and interventions skills for cancer care staff: a mixed methods evaluation of deliberate practice techniques,"Barrett-Naylor, Ruth; Malins, Sam; Levene, Joanna; Biswas, Sanchia; Mays, Chloe; Main, Georgia",PSYCHO-ONCOLOGY,2020,323
10.1080/23273798.2020.1853785,"Neural correlates of the processing of self-adaptors, emblems, and iconic gestures with speech: an fMRI study","Chui, Kawai; Yeh, Kanyu; Chang, Ting-Ting",LANGUAGE COGNITION AND NEUROSCIENCE,2021,324
10.1177/1098300720957995,Special Educators as Coaches to Support Paraprofessional Implementation of Functional Communication Training,"Walker, Virginia L.; Carpenter, Megan E.; Clausen, Amy; Ealer, Katherine; Lyon, Kristin J.",JOURNAL OF POSITIVE BEHAVIOR INTERVENTIONS,2021,325
NA,Active Schools: Are they transferring a new pattern of non-sedentary lifestyle? A preliminary study,"Ensenyat, Assumpta; Sagarra-Romero, Lucia",REVISTA DE PSICOLOGIA DEL DEPORTE,2020,326
10.1016/j.ejtd.2019.02.004,Historical and contemporary conceptions of trauma-related dissociation: A neo-Janetian critique of models of divided personality,"Moskowitz, Andrew; van der Hart, Onno",EUROPEAN JOURNAL OF TRAUMA & DISSOCIATION,2020,327
10.1080/14780887.2020.1794087,Video-reflexive ethnography as potentiation technology: What about investigative quality?,"Iedema, Rick",QUALITATIVE RESEARCH IN PSYCHOLOGY,2021,328
10.1007/s10826-020-01828-9,When Parents Seek Perfection: Implications for Psychological Functioning Among Teens at High-Achieving Schools,"Stiles, Kelsey; Lee, Steve S.; Luthar, Suniya S.",JOURNAL OF CHILD AND FAMILY STUDIES,2020,329
10.1016/j.jesp.2019.103903,A dynamic analysis of the effect of alcohol consumption on humor enjoyment in a social context,"Fairbairn, Catharine E.; Velia, Brynne A.; Creswell, Kasey G.; Sayette, Michael A.",JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY,2020,330
10.24265/liberabit.2020.v26n2.07,Correction systems of the Bender Visual-Motor Gestalt Test: A systematic mapping of the literature,"Porto Noronha, Ana Paula; Angeli dos Santos, Acacia A.; Marin Rueda, Fabian Javier; Otoni, Fernanda; Ferraz, Adriana Satico; Lima Costa, Ariela Raissa; Zuanazzi, Ana Carolina; Santos Araujo Jesuino, Ana Deyvis",LIBERABIT-REVISTA DE PSICOLOGIA,2020,331
10.1080/08870446.2020.1784420,Effects of socio-structural variables in the theory of planned behavior: a mediation model in multiple samples and behaviors,"Hagger, Martin S.; Hamilton, Kyra",PSYCHOLOGY & HEALTH,2021,332
10.1002/ijop.12564,The longitudinal associations between personal belief in a just world and teacher justice among advantaged and disadvantaged school students,"Kiral Ucar, Gozde; Dalbert, Claudia",INTERNATIONAL JOURNAL OF PSYCHOLOGY,2020,333
10.1177/1745691620917676,Habitual Behavior Is Goal-Driven,"Kruglanski, Arie W.; Szumowska, Ewa",PERSPECTIVES ON PSYCHOLOGICAL SCIENCE,2020,334
